"iso3","date","confirmed","deaths","recovered","2017"
"BEN",2020-04-16,35,1,18,11175692
"BEN",2020-04-17,35,1,18,11175692
"BEN",2020-04-18,35,1,18,11175692
"BEN",2020-04-19,35,1,18,11175692
"BEN",2020-04-20,54,1,27,11175692
"BEN",2020-04-21,54,1,27,11175692
"BEN",2020-04-22,54,1,27,11175692
"BEN",2020-04-23,54,1,27,11175692
"BEN",2020-04-24,54,1,27,11175692
"BEN",2020-04-25,54,1,27,11175692
"BEN",2020-04-26,64,1,33,11175692
"BEN",2020-04-27,64,1,33,11175692
"BEN",2020-04-28,64,1,33,11175692
"BEN",2020-04-29,64,1,33,11175692
"BEN",2020-04-30,64,1,33,11175692
"BEN",2020-05-01,90,2,42,11175692
"BEN",2020-05-02,90,2,42,11175692
"BEN",2020-05-03,90,2,42,11175692
"BEN",2020-05-04,96,2,50,11175692
"BEN",2020-05-05,96,2,50,11175692
"BEN",2020-05-06,96,2,50,11175692
"BEN",2020-05-07,140,2,53,11175692
"BEN",2020-05-08,242,2,62,11175692
"BEN",2020-05-09,284,2,62,11175692
"BEN",2020-05-10,319,2,62,11175692
"BEN",2020-05-11,319,2,62,11175692
"BEN",2020-05-12,327,2,76,11175692
"BEN",2020-05-13,327,2,83,11175692
"BEN",2020-05-14,339,2,83,11175692
"BEN",2020-05-15,339,2,83,11175692
"BEN",2020-05-16,339,2,83,11175692
"BEN",2020-05-17,339,2,83,11175692
"BEN",2020-05-18,339,2,83,11175692
"BEN",2020-05-19,130,2,83,11175692
"BEN",2020-05-20,130,2,57,11175692
"BEN",2020-05-21,135,3,61,11175692
"BEN",2020-05-22,135,3,61,11175692
"BEN",2020-05-23,135,3,61,11175692
"BEN",2020-05-24,191,3,82,11175692
"BEN",2020-05-25,191,3,84,11175692
"BEN",2020-05-26,208,3,118,11175692
"BEN",2020-05-27,210,3,134,11175692
"BEN",2020-05-28,210,3,134,11175692
"BEN",2020-05-29,224,3,136,11175692
"BEN",2020-05-30,224,3,136,11175692
"BEN",2020-05-31,232,3,143,11175692
"BEN",2020-06-01,243,3,147,11175692
"BEN",2020-06-02,244,3,148,11175692
"BEN",2020-06-03,244,3,148,11175692
"BEN",2020-06-04,261,3,151,11175692
"BEN",2020-06-05,261,3,151,11175692
"BEN",2020-06-06,261,3,151,11175692
"BEN",2020-06-07,261,3,151,11175692
"BEN",2020-06-08,288,4,186,11175692
"BEN",2020-06-09,305,4,188,11175692
"BEN",2020-06-10,305,4,188,11175692
"BEN",2020-06-11,305,4,188,11175692
"BEN",2020-06-12,388,5,217,11175692
"BEN",2020-06-13,412,6,222,11175692
"BEN",2020-06-14,442,6,228,11175692
"BEN",2020-06-15,483,9,232,11175692
"BEN",2020-06-16,532,9,236,11175692
"BEN",2020-06-17,572,9,237,11175692
"BEN",2020-06-18,597,11,238,11175692
"BEN",2020-06-19,650,11,247,11175692
"BEN",2020-06-20,650,11,247,11175692
"BEN",2020-06-21,765,13,253,11175692
"BEN",2020-06-22,807,13,253,11175692
"BEN",2020-06-23,850,13,272,11175692
"BEN",2020-06-24,902,13,277,11175692
"BEN",2020-06-25,1017,14,288,11175692
"BEN",2020-06-26,1053,14,292,11175692
"BEN",2020-06-27,1124,14,295,11175692
"BEN",2020-06-28,1149,16,306,11175692
"BEN",2020-06-29,1187,19,323,11175692
"BEN",2020-06-30,1199,21,333,11175692
"BEN",2020-07-01,1199,21,333,11175692
"BEN",2020-07-02,1199,21,333,11175692
"BEN",2020-07-03,1199,21,333,11175692
"BEN",2020-07-04,1199,21,333,11175692
"BEN",2020-07-05,1199,21,333,11175692
"BEN",2020-07-06,1199,21,333,11175692
"BEN",2020-07-07,1199,21,333,11175692
"BEN",2020-07-08,1199,21,333,11175692
"BEN",2020-07-09,1285,23,333,11175692
"BEN",2020-07-10,1285,23,333,11175692
"BEN",2020-07-11,1378,26,557,11175692
"BEN",2020-07-12,1378,26,557,11175692
"BEN",2020-07-13,1378,26,557,11175692
"BEN",2020-07-14,1378,26,557,11175692
"BEN",2020-07-15,1378,26,557,11175692
"BEN",2020-07-16,1463,28,557,11175692
"BEN",2020-07-17,1602,31,782,11175692
"BEN",2020-07-18,1602,31,782,11175692
"BEN",2020-07-19,1602,31,782,11175692
"BEN",2020-07-20,1602,31,782,11175692
"BEN",2020-07-21,1602,31,782,11175692
"BEN",2020-07-22,1690,34,782,11175692
"BEN",2020-07-23,1694,34,918,11175692
"BEN",2020-07-24,1694,34,918,11175692
"BEN",2020-07-25,1694,34,918,11175692
"BEN",2020-07-26,1770,35,1036,11175692
"BEN",2020-07-27,1770,35,1036,11175692
"BEN",2020-07-28,1770,35,1036,11175692
"BEN",2020-07-29,1805,36,1036,11175692
"BEN",2020-07-30,1805,36,1036,11175692
"BEN",2020-07-31,1805,36,1036,11175692
"BEN",2020-08-01,1805,36,1036,11175692
"BEN",2020-08-02,1805,36,1036,11175692
"BEN",2020-08-03,1805,36,1036,11175692
"BEN",2020-08-04,1914,38,1036,11175692
"BEN",2020-08-05,1936,38,1600,11175692
"BEN",2020-08-06,1936,38,1600,11175692
"BEN",2020-08-07,1936,38,1600,11175692
"BEN",2020-08-08,1936,38,1600,11175692
"BEN",2020-08-09,1936,38,1600,11175692
"BEN",2020-08-10,1936,38,1600,11175692
"BEN",2020-08-11,2001,38,1681,11175692
"BEN",2020-08-12,2014,38,1681,11175692
"BEN",2020-08-13,2014,38,1681,11175692
"BEN",2020-08-14,2014,38,1681,11175692
"BEN",2020-08-15,2063,39,1690,11175692
"BEN",2020-08-16,2063,39,1690,11175692
"BEN",2020-08-17,2063,39,1690,11175692
"BEN",2020-08-18,2063,39,1690,11175692
"BEN",2020-08-19,2095,39,1690,11175692
"BEN",2020-08-20,2095,39,1705,11175692
"BEN",2020-08-21,2095,39,1705,11175692
"BEN",2020-08-22,2115,39,1705,11175692
"BEN",2020-08-23,2115,39,1705,11175692
"BEN",2020-08-24,2115,39,1705,11175692
"BEN",2020-08-25,2115,39,1705,11175692
"BEN",2020-08-26,2145,40,1738,11175692
"BEN",2020-08-27,2145,40,1738,11175692
"BEN",2020-08-28,2145,40,1738,11175692
"BEN",2020-08-29,2145,40,1738,11175692
"BEN",2020-08-30,2145,40,1738,11175692
"BEN",2020-08-31,2145,40,1738,11175692
"BEN",2020-09-01,2145,40,1738,11175692
"BEN",2020-09-02,2194,40,1738,11175692
"BEN",2020-09-03,2194,40,1738,11175692
"BEN",2020-09-04,2194,40,1738,11175692
"BEN",2020-09-05,2213,40,1793,11175692
"BEN",2020-09-06,2213,40,1793,11175692
"BEN",2020-09-07,2213,40,1793,11175692
"BEN",2020-09-08,2213,40,1793,11175692
"BEN",2020-09-09,2242,40,1793,11175692
"BEN",2020-09-10,2242,40,1793,11175692
"BEN",2020-09-11,2242,40,1793,11175692
"BEN",2020-09-12,2242,40,1793,11175692
"BEN",2020-09-13,2267,40,1942,11175692
"BEN",2020-09-14,2267,40,1942,11175692
"BEN",2020-09-15,2267,40,1942,11175692
"BEN",2020-09-16,2280,40,1942,11175692
"BEN",2020-09-17,2280,40,1950,11175692
"BEN",2020-09-18,2280,40,1950,11175692
"BEN",2020-09-19,2280,40,1950,11175692
"BEN",2020-09-20,2280,40,1950,11175692
"BEN",2020-09-21,2294,40,1954,11175692
"BEN",2020-09-22,2294,40,1954,11175692
"BEN",2020-09-23,2325,40,1954,11175692
"BEN",2020-09-24,2325,40,1954,11175692
"BEN",2020-09-25,2325,40,1960,11175692
"BEN",2020-09-26,2325,40,1960,11175692
"BEN",2020-09-27,2340,40,1960,11175692
"BEN",2020-09-28,2340,40,1960,11175692
"BEN",2020-09-29,2340,40,1960,11175692
"BEN",2020-09-30,2357,41,1973,11175692
"BEN",2020-10-01,2357,41,1973,11175692
"BEN",2020-10-02,2357,41,1973,11175692
"BEN",2020-10-03,2357,41,1973,11175692
"BEN",2020-10-04,2357,41,1973,11175692
"BEN",2020-10-05,2357,41,1973,11175692
"BEN",2020-10-06,2357,41,1973,11175692
"BEN",2020-10-07,2411,41,1973,11175692
"BEN",2020-10-08,2411,41,1973,11175692
"BEN",2020-10-09,2411,41,1973,11175692
"BEN",2020-10-10,2411,41,1973,11175692
"BEN",2020-10-11,2411,41,1973,11175692
"BEN",2020-10-12,2411,41,1973,11175692
"BEN",2020-10-13,2411,41,1973,11175692
"BEN",2020-10-14,2478,41,2330,11175692
"BEN",2020-10-15,2496,41,2330,11175692
"BEN",2020-10-16,2496,41,2330,11175692
"BEN",2020-10-17,2496,41,2330,11175692
"BEN",2020-10-18,2496,41,2330,11175692
"BEN",2020-10-19,2496,41,2330,11175692
"BEN",2020-10-20,2496,41,2330,11175692
"BEN",2020-10-21,2557,41,2330,11175692
"BEN",2020-10-22,2557,41,2330,11175692
"BEN",2020-10-23,2557,41,2330,11175692
"BEN",2020-10-24,2557,41,2330,11175692
"BEN",2020-10-25,2557,41,2330,11175692
"BEN",2020-10-26,2557,41,2330,11175692
"BEN",2020-10-27,2557,41,2330,11175692
"BEN",2020-10-28,2643,41,2330,11175692
"BEN",2020-10-29,2643,41,2330,11175692
"BEN",2020-10-30,2643,41,2330,11175692
"BEN",2020-10-31,2643,41,2418,11175692
"BEN",2020-11-01,2683,41,2455,11175692
"BEN",2020-11-02,2683,41,2455,11175692
"BEN",2020-11-03,2683,41,2455,11175692
"BEN",2020-11-04,2745,43,2455,11175692
"BEN",2020-11-05,2745,43,2466,11175692
"BEN",2020-11-06,2745,43,2466,11175692
"BEN",2020-11-07,2745,43,2466,11175692
"BEN",2020-11-08,2745,43,2466,11175692
"BEN",2020-11-09,2781,43,2515,11175692
"BEN",2020-11-10,2781,43,2515,11175692
"BEN",2020-11-11,2844,43,2515,11175692
"BEN",2020-11-12,2844,43,2515,11175692
"BEN",2020-11-13,2844,43,2515,11175692
"BEN",2020-11-14,2844,43,2515,11175692
"BEN",2020-11-15,2844,43,2515,11175692
"BEN",2020-11-16,2884,43,2579,11175692
"BEN",2020-11-17,2884,43,2579,11175692
"BEN",2020-11-18,2916,43,2579,11175692
"BEN",2020-11-19,2916,43,2579,11175692
"BEN",2020-11-20,2916,43,2579,11175692
"BEN",2020-11-21,2916,43,2579,11175692
"BEN",2020-11-22,2916,43,2579,11175692
"BEN",2020-11-23,2916,43,2579,11175692
"BEN",2020-11-24,2916,43,2579,11175692
"BEN",2020-11-25,2974,43,2579,11175692
"BEN",2020-11-26,2974,43,2579,11175692
"BEN",2020-11-27,2974,43,2579,11175692
"BEN",2020-11-28,2974,43,2819,11175692
"BEN",2020-11-29,2974,43,2819,11175692
"BEN",2020-11-30,3015,43,2839,11175692
"BEN",2020-12-01,3015,43,2839,11175692
"BEN",2020-12-02,3055,44,2839,11175692
"BEN",2020-12-03,3055,44,2907,11175692
"BEN",2020-12-04,3055,44,2907,11175692
"BEN",2020-12-05,3055,44,2907,11175692
"BEN",2020-12-06,3055,44,2907,11175692
"BEN",2020-12-07,3073,44,2922,11175692
"BEN",2020-12-08,3073,44,2922,11175692
"BEN",2020-12-09,3090,44,2972,11175692
"BEN",2020-12-10,3090,44,2972,11175692
"BEN",2020-12-11,3090,44,2972,11175692
"BEN",2020-12-12,3090,44,2972,11175692
"BEN",2020-12-13,3090,44,2972,11175692
"BEN",2020-12-14,3090,44,2972,11175692
"BEN",2020-12-15,3090,44,2972,11175692
"BEN",2020-12-16,3152,44,2972,11175692
"BEN",2020-12-17,3152,44,2972,11175692
"BEN",2020-12-18,3152,44,2972,11175692
"BEN",2020-12-19,3152,44,2972,11175692
"BEN",2020-12-20,3167,44,3061,11175692
"BEN",2020-12-21,3167,44,3061,11175692
"BEN",2020-12-22,3167,44,3061,11175692
"BEN",2020-12-23,3205,44,3061,11175692
"BEN",2020-12-24,3205,44,3061,11175692
"BEN",2020-12-25,3205,44,3061,11175692
"BEN",2020-12-26,3205,44,3061,11175692
"BEN",2020-12-27,3205,44,3061,11175692
"BEN",2020-12-28,3205,44,3061,11175692
"BEN",2020-12-29,3205,44,3061,11175692
"BEN",2020-12-30,3251,44,3061,11175692
"BEN",2020-12-31,3251,44,3061,11175692
"BEN",2021-01-01,3251,44,3061,11175692
"BEN",2021-01-02,3251,44,3061,11175692
"BEN",2021-01-03,3251,44,3061,11175692
"BEN",2021-01-04,3251,44,3061,11175692
"BEN",2021-01-05,3304,44,3185,11175692
"BEN",2021-01-06,3304,44,3185,11175692
"BEN",2021-01-07,3304,44,3185,11175692
"BEN",2021-01-08,3304,44,3185,11175692
"BEN",2021-01-09,3304,44,3185,11175692
"BEN",2021-01-10,3304,44,3185,11175692
"BEN",2021-01-11,3363,46,3222,11175692
"BEN",2021-01-12,3363,46,3222,11175692
"BEN",2021-01-13,3413,46,3222,11175692
"BEN",2021-01-14,3413,46,3222,11175692
"BEN",2021-01-15,3413,46,3245,11175692
"BEN",2021-01-16,3413,46,3245,11175692
"BEN",2021-01-17,3413,46,3245,11175692
"BEN",2021-01-18,3413,46,3245,11175692
"BEN",2021-01-19,3413,46,3245,11175692
"BEN",2021-01-20,3557,46,3284,11175692
"BEN",2021-01-21,3582,48,3284,11175692
"BEN",2021-01-22,3643,48,3317,11175692
"BEN",2021-01-23,3643,48,3317,11175692
"BEN",2021-01-24,3643,48,3317,11175692
"BEN",2021-01-25,3643,48,3317,11175692
"BEN",2021-01-26,3643,48,3317,11175692
"BEN",2021-01-27,3786,48,3317,11175692
"BEN",2021-01-28,3786,48,3398,11175692
"BEN",2021-01-29,3786,48,3398,11175692
"BEN",2021-01-30,3786,48,3398,11175692
"BEN",2021-01-31,3893,52,3421,11175692
"BEN",2021-02-01,3893,52,3421,11175692
"BEN",2021-02-02,3893,52,3421,11175692
"BEN",2021-02-03,4119,54,3552,11175692
"BEN",2021-02-04,4119,54,3552,11175692
"BEN",2021-02-05,4193,55,3563,11175692
"BEN",2021-02-06,4193,55,3563,11175692
"BEN",2021-02-07,4193,55,3563,11175692
"BEN",2021-02-08,4193,55,3563,11175692
"BEN",2021-02-09,4193,55,3563,11175692
"BEN",2021-02-10,4560,56,3772,11175692
"BEN",2021-02-11,4560,56,3772,11175692
"BEN",2021-02-12,4560,56,3772,11175692
"BEN",2021-02-13,4560,56,3772,11175692
"BEN",2021-02-14,4560,56,3772,11175692
"BEN",2021-02-15,5039,62,3960,11175692
"BEN",2021-02-16,5039,62,3960,11175692
"BEN",2021-02-17,5143,65,4119,11175692
"BEN",2021-02-18,5143,65,4119,11175692
"BEN",2021-02-19,5143,65,4119,11175692
"BEN",2021-02-20,5143,65,4119,11175692
"BEN",2021-02-21,5434,70,4248,11175692
"BEN",2021-02-22,5434,70,4248,11175692
"BEN",2021-02-23,5434,70,4248,11175692
"BEN",2021-02-24,5434,70,4248,11175692
"BEN",2021-02-25,5434,70,4248,11175692
"BEN",2021-02-26,5434,70,4248,11175692
"BEN",2021-02-27,5434,70,4248,11175692
"BFA",2020-01-22,0,0,0,19193382
"BFA",2020-01-23,0,0,0,19193382
"BFA",2020-01-24,0,0,0,19193382
"BFA",2020-01-25,0,0,0,19193382
"BFA",2020-01-26,0,0,0,19193382
"BFA",2020-01-27,0,0,0,19193382
"BFA",2020-01-28,0,0,0,19193382
"BFA",2020-01-29,0,0,0,19193382
"BFA",2020-01-30,0,0,0,19193382
"BFA",2020-01-31,0,0,0,19193382
"BFA",2020-02-01,0,0,0,19193382
"BFA",2020-02-02,0,0,0,19193382
"BFA",2020-02-03,0,0,0,19193382
"BFA",2020-02-04,0,0,0,19193382
"BFA",2020-02-05,0,0,0,19193382
"BFA",2020-02-06,0,0,0,19193382
"BFA",2020-02-07,0,0,0,19193382
"BFA",2020-02-08,0,0,0,19193382
"BFA",2020-02-09,0,0,0,19193382
"BFA",2020-02-10,0,0,0,19193382
"BFA",2020-02-11,0,0,0,19193382
"BFA",2020-02-12,0,0,0,19193382
"BFA",2020-02-13,0,0,0,19193382
"BFA",2020-02-14,0,0,0,19193382
"BFA",2020-02-15,0,0,0,19193382
"BFA",2020-02-16,0,0,0,19193382
"BFA",2020-02-17,0,0,0,19193382
"BFA",2020-02-18,0,0,0,19193382
"BFA",2020-02-19,0,0,0,19193382
"BFA",2020-02-20,0,0,0,19193382
"BFA",2020-02-21,0,0,0,19193382
"BFA",2020-02-22,0,0,0,19193382
"BFA",2020-02-23,0,0,0,19193382
"BFA",2020-02-24,0,0,0,19193382
"BFA",2020-02-25,0,0,0,19193382
"BFA",2020-02-26,0,0,0,19193382
"BFA",2020-02-27,0,0,0,19193382
"BFA",2020-02-28,0,0,0,19193382
"BFA",2020-02-29,0,0,0,19193382
"BFA",2020-03-01,0,0,0,19193382
"BFA",2020-03-02,0,0,0,19193382
"BFA",2020-03-03,0,0,0,19193382
"BFA",2020-03-04,0,0,0,19193382
"BFA",2020-03-05,0,0,0,19193382
"BFA",2020-03-06,0,0,0,19193382
"BFA",2020-03-07,0,0,0,19193382
"BFA",2020-03-08,0,0,0,19193382
"BFA",2020-03-09,0,0,0,19193382
"BFA",2020-03-10,1,0,0,19193382
"BFA",2020-03-11,2,0,0,19193382
"BFA",2020-03-12,2,0,0,19193382
"BFA",2020-03-13,2,0,0,19193382
"BFA",2020-03-14,2,0,0,19193382
"BFA",2020-03-15,3,0,0,19193382
"BFA",2020-03-16,15,0,0,19193382
"BFA",2020-03-17,15,0,0,19193382
"BFA",2020-03-18,20,1,0,19193382
"BFA",2020-03-19,33,1,0,19193382
"BFA",2020-03-20,40,1,0,19193382
"BFA",2020-03-21,64,2,5,19193382
"BFA",2020-03-22,75,4,5,19193382
"BFA",2020-03-23,99,4,5,19193382
"BFA",2020-03-24,114,4,7,19193382
"BFA",2020-03-25,146,4,10,19193382
"BFA",2020-03-26,152,7,10,19193382
"BFA",2020-03-27,180,9,12,19193382
"BFA",2020-03-28,207,11,21,19193382
"BFA",2020-03-29,222,12,23,19193382
"BFA",2020-03-30,246,12,31,19193382
"BFA",2020-03-31,261,14,32,19193382
"BFA",2020-04-01,282,16,46,19193382
"BFA",2020-04-02,288,16,50,19193382
"BFA",2020-04-03,302,16,50,19193382
"BFA",2020-04-04,318,16,66,19193382
"BFA",2020-04-05,345,17,90,19193382
"BFA",2020-04-06,364,18,108,19193382
"BFA",2020-04-07,384,19,127,19193382
"BFA",2020-04-08,414,23,134,19193382
"BFA",2020-04-09,443,24,146,19193382
"BFA",2020-04-10,443,24,146,19193382
"BFA",2020-04-11,484,27,155,19193382
"BFA",2020-04-12,497,27,161,19193382
"BFA",2020-04-13,497,27,161,19193382
"BFA",2020-04-14,528,30,177,19193382
"BFA",2020-04-15,542,32,226,19193382
"BFA",2020-04-16,546,32,257,19193382
"BFA",2020-04-17,557,35,294,19193382
"BFA",2020-04-18,565,36,321,19193382
"BFA",2020-04-19,576,36,338,19193382
"BFA",2020-04-20,581,38,357,19193382
"BFA",2020-04-21,600,38,362,19193382
"BFA",2020-04-22,609,39,389,19193382
"BFA",2020-04-23,616,41,410,19193382
"BFA",2020-04-24,629,41,425,19193382
"BFA",2020-04-25,629,41,442,19193382
"BFA",2020-04-26,632,42,453,19193382
"BFA",2020-04-27,635,42,469,19193382
"BFA",2020-04-28,638,42,476,19193382
"BFA",2020-04-29,641,43,498,19193382
"BFA",2020-04-30,645,43,506,19193382
"BFA",2020-05-01,649,44,517,19193382
"BFA",2020-05-02,652,44,535,19193382
"BFA",2020-05-03,662,45,540,19193382
"BFA",2020-05-04,672,46,545,19193382
"BFA",2020-05-05,688,48,548,19193382
"BFA",2020-05-06,729,48,555,19193382
"BFA",2020-05-07,736,48,562,19193382
"BFA",2020-05-08,744,48,566,19193382
"BFA",2020-05-09,748,48,569,19193382
"BFA",2020-05-10,751,49,577,19193382
"BFA",2020-05-11,760,50,584,19193382
"BFA",2020-05-12,766,51,588,19193382
"BFA",2020-05-13,773,51,592,19193382
"BFA",2020-05-14,773,51,592,19193382
"BFA",2020-05-15,780,51,595,19193382
"BFA",2020-05-16,782,51,604,19193382
"BFA",2020-05-17,796,51,644,19193382
"BFA",2020-05-18,796,51,652,19193382
"BFA",2020-05-19,796,51,652,19193382
"BFA",2020-05-20,809,52,661,19193382
"BFA",2020-05-21,812,52,669,19193382
"BFA",2020-05-22,814,52,672,19193382
"BFA",2020-05-23,814,52,672,19193382
"BFA",2020-05-24,814,52,672,19193382
"BFA",2020-05-25,832,52,672,19193382
"BFA",2020-05-26,832,52,672,19193382
"BFA",2020-05-27,845,53,672,19193382
"BFA",2020-05-28,847,53,719,19193382
"BFA",2020-05-29,847,53,720,19193382
"BFA",2020-05-30,847,53,720,19193382
"BFA",2020-05-31,847,53,720,19193382
"BFA",2020-06-01,847,53,720,19193382
"BFA",2020-06-02,881,53,720,19193382
"BFA",2020-06-03,884,53,753,19193382
"BFA",2020-06-04,885,53,760,19193382
"BFA",2020-06-05,888,53,760,19193382
"BFA",2020-06-06,888,53,765,19193382
"BFA",2020-06-07,889,53,765,19193382
"BFA",2020-06-08,890,53,765,19193382
"BFA",2020-06-09,891,53,765,19193382
"BFA",2020-06-10,891,53,765,19193382
"BFA",2020-06-11,892,53,790,19193382
"BFA",2020-06-12,892,53,791,19193382
"BFA",2020-06-13,892,53,799,19193382
"BFA",2020-06-14,894,53,799,19193382
"BFA",2020-06-15,894,53,804,19193382
"BFA",2020-06-16,895,53,807,19193382
"BFA",2020-06-17,899,53,809,19193382
"BFA",2020-06-18,899,53,810,19193382
"BFA",2020-06-19,900,53,810,19193382
"BFA",2020-06-20,901,53,810,19193382
"BFA",2020-06-21,903,53,814,19193382
"BFA",2020-06-22,903,53,814,19193382
"BFA",2020-06-23,907,53,823,19193382
"BFA",2020-06-24,919,53,825,19193382
"BFA",2020-06-25,934,53,826,19193382
"BFA",2020-06-26,941,53,830,19193382
"BFA",2020-06-27,941,53,830,19193382
"BFA",2020-06-28,959,53,830,19193382
"BFA",2020-06-29,959,53,830,19193382
"BFA",2020-06-30,962,53,838,19193382
"BFA",2020-07-01,962,53,838,19193382
"BFA",2020-07-02,967,53,846,19193382
"BFA",2020-07-03,980,53,852,19193382
"BFA",2020-07-04,987,53,854,19193382
"BFA",2020-07-05,987,53,854,19193382
"BFA",2020-07-06,1000,53,858,19193382
"BFA",2020-07-07,1003,53,860,19193382
"BFA",2020-07-08,1003,53,861,19193382
"BFA",2020-07-09,1005,53,862,19193382
"BFA",2020-07-10,1020,53,862,19193382
"BFA",2020-07-11,1033,53,869,19193382
"BFA",2020-07-12,1036,53,869,19193382
"BFA",2020-07-13,1036,53,869,19193382
"BFA",2020-07-14,1037,53,873,19193382
"BFA",2020-07-15,1038,53,882,19193382
"BFA",2020-07-16,1038,53,882,19193382
"BFA",2020-07-17,1045,53,887,19193382
"BFA",2020-07-18,1047,53,887,19193382
"BFA",2020-07-19,1052,53,901,19193382
"BFA",2020-07-20,1065,53,901,19193382
"BFA",2020-07-21,1065,53,901,19193382
"BFA",2020-07-22,1066,53,917,19193382
"BFA",2020-07-23,1070,53,919,19193382
"BFA",2020-07-24,1075,53,920,19193382
"BFA",2020-07-25,1086,53,920,19193382
"BFA",2020-07-26,1086,53,920,19193382
"BFA",2020-07-27,1100,53,926,19193382
"BFA",2020-07-28,1105,53,926,19193382
"BFA",2020-07-29,1105,53,931,19193382
"BFA",2020-07-30,1106,53,935,19193382
"BFA",2020-07-31,1106,53,935,19193382
"BFA",2020-08-01,1143,53,935,19193382
"BFA",2020-08-02,1143,53,945,19193382
"BFA",2020-08-03,1150,53,947,19193382
"BFA",2020-08-04,1153,54,947,19193382
"BFA",2020-08-05,1153,54,947,19193382
"BFA",2020-08-06,1158,54,961,19193382
"BFA",2020-08-07,1158,54,961,19193382
"BFA",2020-08-08,1175,54,974,19193382
"BFA",2020-08-09,1175,54,974,19193382
"BFA",2020-08-10,1204,54,984,19193382
"BFA",2020-08-11,1211,54,990,19193382
"BFA",2020-08-12,1213,54,995,19193382
"BFA",2020-08-13,1228,54,997,19193382
"BFA",2020-08-14,1238,54,1005,19193382
"BFA",2020-08-15,1240,54,1006,19193382
"BFA",2020-08-16,1267,55,1013,19193382
"BFA",2020-08-17,1280,55,1018,19193382
"BFA",2020-08-18,1280,55,1018,19193382
"BFA",2020-08-19,1285,55,1023,19193382
"BFA",2020-08-20,1297,55,1034,19193382
"BFA",2020-08-21,1297,55,1034,19193382
"BFA",2020-08-22,1297,55,1034,19193382
"BFA",2020-08-23,1320,55,1043,19193382
"BFA",2020-08-24,1338,55,1050,19193382
"BFA",2020-08-25,1338,55,1050,19193382
"BFA",2020-08-26,1352,55,1058,19193382
"BFA",2020-08-27,1352,55,1058,19193382
"BFA",2020-08-28,1352,55,1058,19193382
"BFA",2020-08-29,1352,55,1058,19193382
"BFA",2020-08-30,1357,55,1058,19193382
"BFA",2020-08-31,1368,55,1058,19193382
"BFA",2020-09-01,1370,55,1075,19193382
"BFA",2020-09-02,1370,55,1075,19193382
"BFA",2020-09-03,1375,55,1075,19193382
"BFA",2020-09-04,1408,55,1098,19193382
"BFA",2020-09-05,1408,55,1098,19193382
"BFA",2020-09-06,1452,55,1103,19193382
"BFA",2020-09-07,1463,56,1112,19193382
"BFA",2020-09-08,1466,56,1112,19193382
"BFA",2020-09-09,1476,56,1118,19193382
"BFA",2020-09-10,1486,56,1123,19193382
"BFA",2020-09-11,1499,56,1127,19193382
"BFA",2020-09-12,1514,56,1127,19193382
"BFA",2020-09-13,1707,56,1135,19193382
"BFA",2020-09-14,1717,56,1137,19193382
"BFA",2020-09-15,1733,56,1141,19193382
"BFA",2020-09-16,1748,56,1162,19193382
"BFA",2020-09-17,1767,56,1166,19193382
"BFA",2020-09-18,1797,56,1173,19193382
"BFA",2020-09-19,1816,56,1176,19193382
"BFA",2020-09-20,1846,56,1187,19193382
"BFA",2020-09-21,1896,56,1189,19193382
"BFA",2020-09-22,1907,56,1252,19193382
"BFA",2020-09-23,1929,56,1252,19193382
"BFA",2020-09-24,1950,56,1260,19193382
"BFA",2020-09-25,1962,56,1263,19193382
"BFA",2020-09-26,1973,56,1264,19193382
"BFA",2020-09-27,2008,56,1276,19193382
"BFA",2020-09-28,2028,57,1279,19193382
"BFA",2020-09-29,2032,58,1309,19193382
"BFA",2020-09-30,2056,58,1335,19193382
"BFA",2020-10-01,2088,58,1363,19193382
"BFA",2020-10-02,2123,59,1385,19193382
"BFA",2020-10-03,2154,59,1397,19193382
"BFA",2020-10-04,2167,59,1419,19193382
"BFA",2020-10-05,2184,59,1420,19193382
"BFA",2020-10-06,2197,59,1441,19193382
"BFA",2020-10-07,2222,59,1478,19193382
"BFA",2020-10-08,2241,60,1506,19193382
"BFA",2020-10-09,2254,60,1516,19193382
"BFA",2020-10-10,2271,61,1542,19193382
"BFA",2020-10-11,2271,61,1542,19193382
"BFA",2020-10-12,2294,63,1571,19193382
"BFA",2020-10-13,2305,63,1581,19193382
"BFA",2020-10-14,2305,63,1581,19193382
"BFA",2020-10-15,2335,65,1645,19193382
"BFA",2020-10-16,2343,65,1718,19193382
"BFA",2020-10-17,2343,65,1718,19193382
"BFA",2020-10-18,2381,65,1774,19193382
"BFA",2020-10-19,2387,65,1802,19193382
"BFA",2020-10-20,2406,65,1824,19193382
"BFA",2020-10-21,2406,65,1824,19193382
"BFA",2020-10-22,2414,65,1869,19193382
"BFA",2020-10-23,2433,65,1996,19193382
"BFA",2020-10-24,2444,65,1997,19193382
"BFA",2020-10-25,2451,65,2019,19193382
"BFA",2020-10-26,2459,67,2164,19193382
"BFA",2020-10-27,2466,67,2181,19193382
"BFA",2020-10-28,2466,67,2181,19193382
"BFA",2020-10-29,2471,67,2211,19193382
"BFA",2020-10-30,2477,67,2218,19193382
"BFA",2020-10-31,2500,67,2250,19193382
"BFA",2020-11-01,2500,67,2250,19193382
"BFA",2020-11-02,2517,67,2281,19193382
