"iso3","date","confirmed","deaths","recovered","2017"
"KAZ",2020-12-01,175565,2434,148043,18037646
"KAZ",2020-12-02,176342,2436,148732,18037646
"KAZ",2020-12-03,177386,2438,149435,18037646
"KAZ",2020-12-04,178378,2484,150271,18037646
"KAZ",2020-12-05,179344,2488,151134,18037646
"KAZ",2020-12-06,180089,2488,151755,18037646
"KAZ",2020-12-07,180777,2490,152379,18037646
"KAZ",2020-12-08,181721,2544,153432,18037646
"KAZ",2020-12-09,182657,2546,154432,18037646
"KAZ",2020-12-10,183630,2550,155338,18037646
"KAZ",2020-12-11,184557,2551,156093,18037646
"KAZ",2020-12-12,185513,2552,156848,18037646
"KAZ",2020-12-13,186277,2552,157701,18037646
"KAZ",2020-12-14,186960,2554,158705,18037646
"KAZ",2020-12-15,187890,2613,159985,18037646
"KAZ",2020-12-16,188837,2613,160889,18037646
"KAZ",2020-12-17,189551,2615,161561,18037646
"KAZ",2020-12-18,190292,2617,162074,18037646
"KAZ",2020-12-19,190969,2621,162959,18037646
"KAZ",2020-12-20,191650,2622,163834,18037646
"KAZ",2020-12-21,192579,2626,164774,18037646
"KAZ",2020-12-22,193503,2677,165950,18037646
"KAZ",2020-12-23,194257,2677,167503,18037646
"KAZ",2020-12-24,194993,2677,168805,18037646
"KAZ",2020-12-25,196216,2685,170515,18037646
"KAZ",2020-12-26,197142,2686,171798,18037646
"KAZ",2020-12-27,197902,2686,172673,18037646
"KAZ",2020-12-28,198659,2689,173577,18037646
"KAZ",2020-12-29,199555,2760,174713,18037646
"KAZ",2020-12-30,200443,2761,175558,18037646
"KAZ",2020-12-31,201196,2761,175558,18037646
"KAZ",2021-01-01,202060,2765,176774,18037646
"KAZ",2021-01-02,202880,2770,177209,18037646
"KAZ",2021-01-03,203563,2771,178008,18037646
"KAZ",2021-01-04,204293,2775,178492,18037646
"KAZ",2021-01-05,205064,2775,179377,18037646
"KAZ",2021-01-06,205933,2781,180364,18037646
"KAZ",2021-01-07,206840,2781,181193,18037646
"KAZ",2021-01-08,207683,2838,181944,18037646
"KAZ",2021-01-09,208596,2843,182575,18037646
"KAZ",2021-01-10,209369,2844,182986,18037646
"KAZ",2021-01-11,210086,2845,183788,18037646
"KAZ",2021-01-12,210976,2879,184545,18037646
"KAZ",2021-01-13,211901,2881,185381,18037646
"KAZ",2021-01-14,212812,2882,186159,18037646
"KAZ",2021-01-15,213855,2883,186859,18037646
"KAZ",2021-01-16,214927,2887,187608,18037646
"KAZ",2021-01-17,215947,2889,188116,18037646
"KAZ",2021-01-18,216964,2891,189105,18037646
"KAZ",2021-01-19,218216,2894,190202,18037646
"KAZ",2021-01-20,219527,2950,191446,18037646
"KAZ",2021-01-21,221053,2952,192578,18037646
"KAZ",2021-01-22,222701,2953,193702,18037646
"KAZ",2021-01-23,224395,2955,194635,18037646
"KAZ",2021-01-24,225891,2958,195496,18037646
"KAZ",2021-01-25,227165,2961,196978,18037646
"KAZ",2021-01-26,228692,3035,198504,18037646
"KAZ",2021-01-27,230188,3040,199667,18037646
"KAZ",2021-01-28,231716,3040,201105,18037646
"KAZ",2021-01-29,233156,3042,202652,18037646
"KAZ",2021-01-30,234569,3045,203657,18037646
"KAZ",2021-01-31,235844,3046,204668,18037646
"KAZ",2021-02-01,237029,3046,205991,18037646
"KAZ",2021-02-02,238364,3047,207328,18037646
"KAZ",2021-02-03,239726,3048,208691,18037646
"KAZ",2021-02-04,240983,3119,210342,18037646
"KAZ",2021-02-05,240983,3119,210342,18037646
"KAZ",2021-02-06,243404,3119,213126,18037646
"KAZ",2021-02-07,244428,3124,214215,18037646
"KAZ",2021-02-08,245351,3124,215774,18037646
"KAZ",2021-02-09,246474,3127,217275,18037646
"KAZ",2021-02-10,247533,3131,219044,18037646
"KAZ",2021-02-11,248566,3132,220497,18037646
"KAZ",2021-02-12,249562,3135,222129,18037646
"KAZ",2021-02-13,250399,3135,223153,18037646
"KAZ",2021-02-14,251267,3140,224479,18037646
"KAZ",2021-02-15,251959,3142,225972,18037646
"KAZ",2021-02-16,252821,3144,227258,18037646
"KAZ",2021-02-17,253751,3144,228479,18037646
"KAZ",2021-02-18,254712,3145,229851,18037646
"KAZ",2021-02-19,255584,3148,230946,18037646
"KAZ",2021-02-20,256388,3150,231667,18037646
"KAZ",2021-02-21,257100,3152,232504,18037646
"KAZ",2021-02-22,257800,3153,233700,18037646
"KAZ",2021-02-23,258609,3155,234889,18037646
"KAZ",2021-02-24,259478,3159,235796,18037646
"KAZ",2021-02-25,260384,3160,236754,18037646
"KAZ",2021-02-26,261244,3160,237601,18037646
"KAZ",2021-02-27,262093,3162,238636,18037646
"KEN",2020-01-22,0,0,0,49699862
"KEN",2020-01-23,0,0,0,49699862
"KEN",2020-01-24,0,0,0,49699862
"KEN",2020-01-25,0,0,0,49699862
"KEN",2020-01-26,0,0,0,49699862
"KEN",2020-01-27,0,0,0,49699862
"KEN",2020-01-28,0,0,0,49699862
"KEN",2020-01-29,0,0,0,49699862
"KEN",2020-01-30,0,0,0,49699862
"KEN",2020-01-31,0,0,0,49699862
"KEN",2020-02-01,0,0,0,49699862
"KEN",2020-02-02,0,0,0,49699862
"KEN",2020-02-03,0,0,0,49699862
"KEN",2020-02-04,0,0,0,49699862
"KEN",2020-02-05,0,0,0,49699862
"KEN",2020-02-06,0,0,0,49699862
"KEN",2020-02-07,0,0,0,49699862
"KEN",2020-02-08,0,0,0,49699862
"KEN",2020-02-09,0,0,0,49699862
"KEN",2020-02-10,0,0,0,49699862
"KEN",2020-02-11,0,0,0,49699862
"KEN",2020-02-12,0,0,0,49699862
"KEN",2020-02-13,0,0,0,49699862
"KEN",2020-02-14,0,0,0,49699862
"KEN",2020-02-15,0,0,0,49699862
"KEN",2020-02-16,0,0,0,49699862
"KEN",2020-02-17,0,0,0,49699862
"KEN",2020-02-18,0,0,0,49699862
"KEN",2020-02-19,0,0,0,49699862
"KEN",2020-02-20,0,0,0,49699862
"KEN",2020-02-21,0,0,0,49699862
"KEN",2020-02-22,0,0,0,49699862
"KEN",2020-02-23,0,0,0,49699862
"KEN",2020-02-24,0,0,0,49699862
"KEN",2020-02-25,0,0,0,49699862
"KEN",2020-02-26,0,0,0,49699862
"KEN",2020-02-27,0,0,0,49699862
"KEN",2020-02-28,0,0,0,49699862
"KEN",2020-02-29,0,0,0,49699862
"KEN",2020-03-01,0,0,0,49699862
"KEN",2020-03-02,0,0,0,49699862
"KEN",2020-03-03,0,0,0,49699862
"KEN",2020-03-04,0,0,0,49699862
"KEN",2020-03-05,0,0,0,49699862
"KEN",2020-03-06,0,0,0,49699862
"KEN",2020-03-07,0,0,0,49699862
"KEN",2020-03-08,0,0,0,49699862
"KEN",2020-03-09,0,0,0,49699862
"KEN",2020-03-10,0,0,0,49699862
"KEN",2020-03-11,0,0,0,49699862
"KEN",2020-03-12,0,0,0,49699862
"KEN",2020-03-13,1,0,0,49699862
"KEN",2020-03-14,1,0,0,49699862
"KEN",2020-03-15,3,0,0,49699862
"KEN",2020-03-16,3,0,0,49699862
"KEN",2020-03-17,3,0,0,49699862
"KEN",2020-03-18,3,0,0,49699862
"KEN",2020-03-19,7,0,0,49699862
"KEN",2020-03-20,7,0,0,49699862
"KEN",2020-03-21,7,0,0,49699862
"KEN",2020-03-22,15,0,0,49699862
"KEN",2020-03-23,16,0,0,49699862
"KEN",2020-03-24,25,0,0,49699862
"KEN",2020-03-25,28,0,1,49699862
"KEN",2020-03-26,31,1,1,49699862
"KEN",2020-03-27,31,1,1,49699862
"KEN",2020-03-28,38,1,1,49699862
"KEN",2020-03-29,42,1,1,49699862
"KEN",2020-03-30,50,1,1,49699862
"KEN",2020-03-31,59,1,1,49699862
"KEN",2020-04-01,81,1,3,49699862
"KEN",2020-04-02,110,3,4,49699862
"KEN",2020-04-03,122,4,4,49699862
"KEN",2020-04-04,126,4,4,49699862
"KEN",2020-04-05,142,4,4,49699862
"KEN",2020-04-06,158,6,4,49699862
"KEN",2020-04-07,172,6,7,49699862
"KEN",2020-04-08,179,6,9,49699862
"KEN",2020-04-09,184,7,12,49699862
"KEN",2020-04-10,189,7,22,49699862
"KEN",2020-04-11,191,7,24,49699862
"KEN",2020-04-12,197,8,25,49699862
"KEN",2020-04-13,208,9,40,49699862
"KEN",2020-04-14,216,9,41,49699862
"KEN",2020-04-15,225,10,53,49699862
"KEN",2020-04-16,234,11,53,49699862
"KEN",2020-04-17,246,11,53,49699862
"KEN",2020-04-18,262,12,60,49699862
"KEN",2020-04-19,270,14,67,49699862
"KEN",2020-04-20,281,14,69,49699862
"KEN",2020-04-21,296,14,74,49699862
"KEN",2020-04-22,303,14,74,49699862
"KEN",2020-04-23,320,14,89,49699862
"KEN",2020-04-24,336,14,94,49699862
"KEN",2020-04-25,343,14,98,49699862
"KEN",2020-04-26,355,14,106,49699862
"KEN",2020-04-27,363,14,114,49699862
"KEN",2020-04-28,374,14,124,49699862
"KEN",2020-04-29,384,15,129,49699862
"KEN",2020-04-30,396,17,144,49699862
"KEN",2020-05-01,411,21,150,49699862
"KEN",2020-05-02,435,22,152,49699862
"KEN",2020-05-03,465,24,167,49699862
"KEN",2020-05-04,490,24,173,49699862
"KEN",2020-05-05,535,24,182,49699862
"KEN",2020-05-06,582,26,190,49699862
"KEN",2020-05-07,607,29,197,49699862
"KEN",2020-05-08,621,29,202,49699862
"KEN",2020-05-09,649,30,207,49699862
"KEN",2020-05-10,672,32,239,49699862
"KEN",2020-05-11,700,33,251,49699862
"KEN",2020-05-12,715,36,259,49699862
"KEN",2020-05-13,737,40,281,49699862
"KEN",2020-05-14,758,42,284,49699862
"KEN",2020-05-15,781,45,284,49699862
"KEN",2020-05-16,830,50,301,49699862
"KEN",2020-05-17,887,50,313,49699862
"KEN",2020-05-18,912,50,336,49699862
"KEN",2020-05-19,963,50,358,49699862
"KEN",2020-05-20,1029,50,366,49699862
"KEN",2020-05-21,1109,50,375,49699862
"KEN",2020-05-22,1161,50,380,49699862
"KEN",2020-05-23,1192,50,380,49699862
"KEN",2020-05-24,1214,51,383,49699862
"KEN",2020-05-25,1286,52,402,49699862
"KEN",2020-05-26,1348,52,405,49699862
"KEN",2020-05-27,1471,55,408,49699862
"KEN",2020-05-28,1618,58,421,49699862
"KEN",2020-05-29,1745,62,438,49699862
"KEN",2020-05-30,1888,63,464,49699862
"KEN",2020-05-31,1962,64,478,49699862
"KEN",2020-06-01,2021,69,482,49699862
"KEN",2020-06-02,2093,71,499,49699862
"KEN",2020-06-03,2216,74,553,49699862
"KEN",2020-06-04,2340,78,592,49699862
"KEN",2020-06-05,2474,79,643,49699862
"KEN",2020-06-06,2600,83,706,49699862
"KEN",2020-06-07,2767,84,752,49699862
"KEN",2020-06-08,2872,85,849,49699862
"KEN",2020-06-09,2989,88,873,49699862
"KEN",2020-06-10,3094,89,1048,49699862
"KEN",2020-06-11,3215,92,1092,49699862
"KEN",2020-06-12,3305,96,1164,49699862
"KEN",2020-06-13,3457,100,1221,49699862
"KEN",2020-06-14,3594,103,1253,49699862
"KEN",2020-06-15,3727,104,1286,49699862
"KEN",2020-06-16,3860,105,1328,49699862
"KEN",2020-06-17,4044,107,1353,49699862
"KEN",2020-06-18,4257,117,1459,49699862
"KEN",2020-06-19,4374,119,1550,49699862
"KEN",2020-06-20,4478,121,1586,49699862
"KEN",2020-06-21,4738,123,1607,49699862
"KEN",2020-06-22,4797,125,1680,49699862
"KEN",2020-06-23,4952,128,1782,49699862
"KEN",2020-06-24,5206,130,1823,49699862
"KEN",2020-06-25,5384,132,1857,49699862
"KEN",2020-06-26,5533,137,1905,49699862
"KEN",2020-06-27,5811,141,1936,49699862
"KEN",2020-06-28,6070,143,1971,49699862
"KEN",2020-06-29,6190,144,2013,49699862
"KEN",2020-06-30,6366,148,2039,49699862
"KEN",2020-07-01,6673,149,2089,49699862
"KEN",2020-07-02,6941,152,2109,49699862
"KEN",2020-07-03,7188,154,2148,49699862
"KEN",2020-07-04,7577,159,2236,49699862
"KEN",2020-07-05,7886,160,2287,49699862
"KEN",2020-07-06,8067,164,2414,49699862
"KEN",2020-07-07,8250,167,2504,49699862
"KEN",2020-07-08,8528,169,2593,49699862
"KEN",2020-07-09,8975,173,2657,49699862
"KEN",2020-07-10,9448,181,2733,49699862
"KEN",2020-07-11,9726,184,2832,49699862
"KEN",2020-07-12,10105,185,2881,49699862
"KEN",2020-07-13,10294,197,2946,49699862
"KEN",2020-07-14,10791,202,3017,49699862
"KEN",2020-07-15,11252,209,3068,49699862
"KEN",2020-07-16,11673,217,3638,49699862
"KEN",2020-07-17,12062,222,3983,49699862
"KEN",2020-07-18,12750,225,4440,49699862
"KEN",2020-07-19,13353,234,5122,49699862
"KEN",2020-07-20,13771,238,5616,49699862
"KEN",2020-07-21,14168,250,6258,49699862
"KEN",2020-07-22,14805,260,6757,49699862
"KEN",2020-07-23,15601,263,7135,49699862
"KEN",2020-07-24,16268,274,7446,49699862
"KEN",2020-07-25,16643,278,7574,49699862
"KEN",2020-07-26,17603,280,7743,49699862
"KEN",2020-07-27,17975,285,7833,49699862
"KEN",2020-07-28,18581,299,7908,49699862
"KEN",2020-07-29,19125,311,8021,49699862
"KEN",2020-07-30,19913,325,8121,49699862
"KEN",2020-07-31,20636,341,8165,49699862
"KEN",2020-08-01,21363,364,8419,49699862
"KEN",2020-08-02,22053,369,8477,49699862
"KEN",2020-08-03,22597,382,8740,49699862
"KEN",2020-08-04,23202,388,9327,49699862
"KEN",2020-08-05,23873,391,9930,49699862
"KEN",2020-08-06,24411,399,10444,49699862
"KEN",2020-08-07,25138,413,11118,49699862
"KEN",2020-08-08,25837,418,11899,49699862
"KEN",2020-08-09,26436,420,12961,49699862
"KEN",2020-08-10,26928,423,13495,49699862
"KEN",2020-08-11,27425,438,13867,49699862
"KEN",2020-08-12,28104,456,14610,49699862
"KEN",2020-08-13,28754,460,15100,49699862
"KEN",2020-08-14,29334,465,15298,49699862
"KEN",2020-08-15,29849,472,15970,49699862
"KEN",2020-08-16,30120,474,16656,49699862
"KEN",2020-08-17,30365,482,17160,49699862
"KEN",2020-08-18,30636,487,17368,49699862
"KEN",2020-08-19,31015,506,17612,49699862
"KEN",2020-08-20,31441,516,17869,49699862
"KEN",2020-08-21,31763,532,18157,49699862
"KEN",2020-08-22,32118,542,18453,49699862
"KEN",2020-08-23,32364,548,18670,49699862
"KEN",2020-08-24,32557,554,18895,49699862
"KEN",2020-08-25,32803,559,19055,49699862
"KEN",2020-08-26,33016,564,19296,49699862
"KEN",2020-08-27,33389,567,19368,49699862
"KEN",2020-08-28,33630,567,19434,49699862
"KEN",2020-08-29,33794,572,19590,49699862
"KEN",2020-08-30,34057,574,19688,49699862
"KEN",2020-08-31,34201,577,19893,49699862
"KEN",2020-09-01,34315,577,20211,49699862
"KEN",2020-09-02,34493,581,20211,49699862
"KEN",2020-09-03,34705,585,20644,49699862
"KEN",2020-09-04,34884,589,21059,49699862
"KEN",2020-09-05,35020,594,21158,49699862
"KEN",2020-09-06,35103,597,21230,49699862
"KEN",2020-09-07,35205,599,21310,49699862
"KEN",2020-09-08,35356,599,21483,49699862
"KEN",2020-09-09,35460,607,21557,49699862
"KEN",2020-09-10,35603,612,22047,49699862
"KEN",2020-09-11,35793,616,22442,49699862
"KEN",2020-09-12,35969,619,22771,49699862
"KEN",2020-09-13,36157,622,23067,49699862
"KEN",2020-09-14,36205,624,23243,49699862
"KEN",2020-09-15,36301,634,23364,49699862
"KEN",2020-09-16,36301,634,23364,49699862
"KEN",2020-09-17,36576,642,23611,49699862
"KEN",2020-09-18,36724,646,23709,49699862
"KEN",2020-09-19,36829,646,23777,49699862
"KEN",2020-09-20,36981,648,23887,49699862
"KEN",2020-09-21,37079,650,23949,49699862
"KEN",2020-09-22,37218,659,24147,49699862
"KEN",2020-09-23,37348,664,24253,49699862
"KEN",2020-09-24,37489,669,24334,49699862
"KEN",2020-09-25,37707,682,24504,49699862
"KEN",2020-09-26,37871,689,24581,49699862
"KEN",2020-09-27,38115,691,24621,49699862
"KEN",2020-09-28,38168,700,24681,49699862
"KEN",2020-09-29,38378,707,24740,49699862
"KEN",2020-09-30,38529,711,24908,49699862
"KEN",2020-10-01,38713,711,24908,49699862
"KEN",2020-10-02,38923,725,25114,49699862
"KEN",2020-10-03,39184,728,25426,49699862
"KEN",2020-10-04,39427,731,25659,49699862
"KEN",2020-10-05,39449,735,27035,49699862
"KEN",2020-10-06,39586,743,27331,49699862
"KEN",2020-10-07,39907,748,31659,49699862
"KEN",2020-10-08,40178,751,31710,49699862
"KEN",2020-10-09,40620,755,31876,49699862
"KEN",2020-10-10,41158,760,31876,49699862
"KEN",2020-10-11,41546,766,32000,49699862
"KEN",2020-10-12,41619,777,32000,49699862
"KEN",2020-10-13,41937,787,31340,49699862
"KEN",2020-10-14,42541,797,31428,49699862
"KEN",2020-10-15,43143,805,31508,49699862
"KEN",2020-10-16,43580,813,31648,49699862
"KEN",2020-10-17,44196,825,31752,49699862
"KEN",2020-10-18,44881,832,31857,49699862
"KEN",2020-10-19,45076,839,32084,49699862
"KEN",2020-10-20,45647,842,32522,49699862
"KEN",2020-10-21,46144,858,32760,49699862
"KEN",2020-10-22,47212,870,33050,49699862
"KEN",2020-10-23,47843,884,33421,49699862
"KEN",2020-10-24,48790,896,33876,49699862
"KEN",2020-10-25,49721,902,34209,49699862
"KEN",2020-10-26,49997,920,34429,49699862
"KEN",2020-10-27,50833,934,34832,49699862
"KEN",2020-10-28,51851,934,35258,49699862
"KEN",2020-10-29,52612,964,35604,49699862
"KEN",2020-10-30,53797,981,35876,49699862
"KEN",2020-10-31,55192,981,35876,49699862
"KEN",2020-11-01,55877,1013,37194,49699862
"KEN",2020-11-02,56601,1027,37442,49699862
"KEN",2020-11-03,57093,1039,37846,49699862
"KEN",2020-11-04,58587,1051,38381,49699862
"KEN",2020-11-05,59595,1072,39193,49699862
"KEN",2020-11-06,60704,1093,40131,49699862
"KEN",2020-11-07,61769,1103,41019,49699862
"KEN",2020-11-08,62488,1111,41931,49699862
"KEN",2020-11-09,63244,1130,42659,49699862
"KEN",2020-11-10,64588,1154,43095,49699862
"KEN",2020-11-11,65804,1180,43626,49699862
"KEN",2020-11-12,66723,1203,44040,49699862
"KEN",2020-11-13,68193,1228,44872,49699862
"KEN",2020-11-14,69273,1228,44872,49699862
"KEN",2020-11-15,70245,1269,45766,49699862
"KEN",2020-11-16,70804,1287,46244,49699862
"KEN",2020-11-17,71729,1302,47262,49699862
"KEN",2020-11-18,72686,1313,49878,49699862
"KEN",2020-11-19,74145,1330,50658,49699862
"KEN",2020-11-20,75193,1349,50984,49699862
"KEN",2020-11-21,76404,1366,51352,49699862
"KEN",2020-11-22,77372,1380,51507,49699862
"KEN",2020-11-23,77785,1392,51903,49699862
"KEN",2020-11-24,78512,1409,52709,49699862
"KEN",2020-11-25,79322,1417,52974,49699862
"KEN",2020-11-26,80102,1427,53526,49699862
"KEN",2020-11-27,81656,1441,54125,49699862
"KEN",2020-11-28,82605,1445,54399,49699862
"KEN",2020-11-29,83316,1452,54975,49699862
"KEN",2020-11-30,83618,1469,55344,49699862
"KEN",2020-12-01,84169,1474,55610,49699862
"KEN",2020-12-02,85130,1484,56464,49699862
"KEN",2020-12-03,86383,1500,56464,49699862
"KEN",2020-12-04,87249,1506,68110,49699862
"KEN",2020-12-05,87984,1518,68532,49699862
"KEN",2020-12-06,88380,1526,68929,49699862
"KEN",2020-12-07,88579,1531,69414,49699862
"KEN",2020-12-08,89100,1545,69839,49699862
"KEN",2020-12-09,89661,1552,70194,49699862
"KEN",2020-12-10,90305,1568,71254,49699862
"KEN",2020-12-11,90978,1582,71579,49699862
"KEN",2020-12-12,91526,1586,72596,49699862
"KEN",2020-12-13,91892,1587,73028,49699862
"KEN",2020-12-14,92055,1593,73452,49699862
"KEN",2020-12-15,92459,1604,73979,49699862
"KEN",2020-12-16,92853,1614,74403,49699862
"KEN",2020-12-17,93405,1618,74999,49699862
"KEN",2020-12-18,93761,1629,75274,49699862
"KEN",2020-12-19,94151,1633,75559,49699862
"KEN",2020-12-20,94500,1639,75735,49699862
"KEN",2020-12-21,94614,1644,76060,49699862
"KEN",2020-12-22,94768,1647,76222,49699862
"KEN",2020-12-23,95195,1648,76508,49699862
"KEN",2020-12-24,95431,1652,76720,49699862
"KEN",2020-12-25,95713,1653,76811,49699862
"KEN",2020-12-26,95843,1655,76998,49699862
"KEN",2020-12-27,95923,1658,77423,49699862
"KEN",2020-12-28,95992,1664,77521,49699862
"KEN",2020-12-29,96139,1665,77659,49699862
"KEN",2020-12-30,96251,1667,78475,49699862
"KEN",2020-12-31,96458,1670,78737,49699862
"KEN",2021-01-01,96614,1681,78802,49699862
"KEN",2021-01-02,96678,1685,79012,49699862
"KEN",2021-01-03,96802,1685,79073,49699862
"KEN",2021-01-04,96908,1686,79257,49699862
"KEN",2021-01-05,97127,1690,79357,49699862
"KEN",2021-01-06,97398,1694,79966,49699862
"KEN",2021-01-07,97733,1702,80306,49699862
"KEN",2021-01-08,97954,1703,80671,49699862
"KEN",2021-01-09,98184,1704,80808,49699862
"KEN",2021-01-10,98271,1710,80875,49699862
"KEN",2021-01-11,98334,1713,81101,49699862
"KEN",2021-01-12,98432,1716,81255,49699862
"KEN",2021-01-13,98555,1720,81667,49699862
"KEN",2021-01-14,98693,1723,81933,49699862
"KEN",2021-01-15,98859,1726,82195,49699862
"KEN",2021-01-16,99082,1728,83324,49699862
"KEN",2021-01-17,99162,1731,83350,49699862
"KEN",2021-01-18,99227,1734,82427,49699862
"KEN",2021-01-19,99308,1734,82478,49699862
"KEN",2021-01-20,99444,1736,82654,49699862
"KEN",2021-01-21,99630,1739,82729,49699862
"KEN",2021-01-22,99769,1740,82866,49699862
"KEN",2021-01-23,99898,1740,82936,49699862
"KEN",2021-01-24,99983,1744,82969,49699862
"KEN",2021-01-25,100052,1744,83418,49699862
"KEN",2021-01-26,100193,1750,83625,49699862
"KEN",2021-01-27,100323,1751,83691,49699862
"KEN",2021-01-28,100422,1753,83757,49699862
"KEN",2021-01-29,100563,1753,83821,49699862
"KEN",2021-01-30,100675,1755,83855,49699862
"KEN",2021-01-31,100773,1763,83907,49699862
"KEN",2021-02-01,100856,1766,83936,49699862
"KEN",2021-02-02,101009,1766,83990,49699862
"KEN",2021-02-03,101159,1769,84060,49699862
"KEN",2021-02-04,101339,1773,84143,49699862
"KEN",2021-02-05,101534,1776,84268,49699862
"KEN",2021-02-06,101690,1776,84302,49699862
"KEN",2021-02-07,101819,1779,84361,49699862
"KEN",2021-02-08,101944,1786,84473,49699862
"KEN",2021-02-09,102048,1789,84542,49699862
"KEN",2021-02-10,102221,1791,84728,49699862
"KEN",2021-02-11,102353,1794,84790,49699862
"KEN",2021-02-12,102613,1794,84873,49699862
"KEN",2021-02-13,102792,1795,84952,49699862
"KEN",2021-02-14,102867,1795,85008,49699862
"KEN",2021-02-15,103014,1795,85250,49699862
"KEN",2021-02-16,103188,1797,85336,49699862
"KEN",2021-02-17,103332,1801,85391,49699862
"KEN",2021-02-18,103615,1807,85457,49699862
"KEN",2021-02-19,103841,1813,85512,49699862
"KEN",2021-02-20,103993,1817,85540,49699862
"KEN",2021-02-21,104201,1823,85577,49699862
"KEN",2021-02-22,104306,1827,85626,49699862
"KEN",2021-02-23,104500,1837,85665,49699862
"KEN",2021-02-24,104780,1839,86378,49699862
"KEN",2021-02-25,105057,1847,86497,49699862
"KEN",2021-02-26,105467,1853,86521,49699862
"KEN",2021-02-27,105648,1854,86609,49699862
"KGZ",2020-01-22,0,0,0,6201500
"KGZ",2020-01-23,0,0,0,6201500
"KGZ",2020-01-24,0,0,0,6201500
"KGZ",2020-01-25,0,0,0,6201500
"KGZ",2020-01-26,0,0,0,6201500
"KGZ",2020-01-27,0,0,0,6201500
"KGZ",2020-01-28,0,0,0,6201500
"KGZ",2020-01-29,0,0,0,6201500
"KGZ",2020-01-30,0,0,0,6201500
"KGZ",2020-01-31,0,0,0,6201500
"KGZ",2020-02-01,0,0,0,6201500
"KGZ",2020-02-02,0,0,0,6201500
"KGZ",2020-02-03,0,0,0,6201500
"KGZ",2020-02-04,0,0,0,6201500
"KGZ",2020-02-05,0,0,0,6201500
"KGZ",2020-02-06,0,0,0,6201500
"KGZ",2020-02-07,0,0,0,6201500
"KGZ",2020-02-08,0,0,0,6201500
"KGZ",2020-02-09,0,0,0,6201500
"KGZ",2020-02-10,0,0,0,6201500
"KGZ",2020-02-11,0,0,0,6201500
"KGZ",2020-02-12,0,0,0,6201500
"KGZ",2020-02-13,0,0,0,6201500
"KGZ",2020-02-14,0,0,0,6201500
"KGZ",2020-02-15,0,0,0,6201500
"KGZ",2020-02-16,0,0,0,6201500
"KGZ",2020-02-17,0,0,0,6201500
"KGZ",2020-02-18,0,0,0,6201500
"KGZ",2020-02-19,0,0,0,6201500
"KGZ",2020-02-20,0,0,0,6201500
"KGZ",2020-02-21,0,0,0,6201500
"KGZ",2020-02-22,0,0,0,6201500
"KGZ",2020-02-23,0,0,0,6201500
"KGZ",2020-02-24,0,0,0,6201500
"KGZ",2020-02-25,0,0,0,6201500
"KGZ",2020-02-26,0,0,0,6201500
"KGZ",2020-02-27,0,0,0,6201500
"KGZ",2020-02-28,0,0,0,6201500
"KGZ",2020-02-29,0,0,0,6201500
"KGZ",2020-03-01,0,0,0,6201500
"KGZ",2020-03-02,0,0,0,6201500
"KGZ",2020-03-03,0,0,0,6201500
"KGZ",2020-03-04,0,0,0,6201500
"KGZ",2020-03-05,0,0,0,6201500
"KGZ",2020-03-06,0,0,0,6201500
"KGZ",2020-03-07,0,0,0,6201500
"KGZ",2020-03-08,0,0,0,6201500
"KGZ",2020-03-09,0,0,0,6201500
"KGZ",2020-03-10,0,0,0,6201500
"KGZ",2020-03-11,0,0,0,6201500
"KGZ",2020-03-12,0,0,0,6201500
"KGZ",2020-03-13,0,0,0,6201500
"KGZ",2020-03-14,0,0,0,6201500
"KGZ",2020-03-15,0,0,0,6201500
"KGZ",2020-03-16,0,0,0,6201500
"KGZ",2020-03-17,0,0,0,6201500
"KGZ",2020-03-18,3,0,0,6201500
"KGZ",2020-03-19,3,0,0,6201500
"KGZ",2020-03-20,6,0,0,6201500
"KGZ",2020-03-21,14,0,0,6201500
"KGZ",2020-03-22,14,0,0,6201500
"KGZ",2020-03-23,16,0,0,6201500
"KGZ",2020-03-24,42,0,0,6201500
"KGZ",2020-03-25,44,0,0,6201500
"KGZ",2020-03-26,44,0,0,6201500
"KGZ",2020-03-27,58,0,0,6201500
"KGZ",2020-03-28,58,0,0,6201500
"KGZ",2020-03-29,84,0,0,6201500
"KGZ",2020-03-30,94,0,3,6201500
"KGZ",2020-03-31,107,0,3,6201500
"KGZ",2020-04-01,111,0,3,6201500
"KGZ",2020-04-02,116,0,5,6201500
"KGZ",2020-04-03,130,1,6,6201500
"KGZ",2020-04-04,144,1,9,6201500
"KGZ",2020-04-05,147,1,9,6201500
"KGZ",2020-04-06,216,4,33,6201500
"KGZ",2020-04-07,228,4,33,6201500
"KGZ",2020-04-08,270,4,33,6201500
"KGZ",2020-04-09,280,4,35,6201500
"KGZ",2020-04-10,298,5,35,6201500
"KGZ",2020-04-11,339,5,44,6201500
"KGZ",2020-04-12,377,5,54,6201500
"KGZ",2020-04-13,419,5,67,6201500
"KGZ",2020-04-14,430,5,71,6201500
"KGZ",2020-04-15,449,5,78,6201500
"KGZ",2020-04-16,466,5,91,6201500
"KGZ",2020-04-17,489,5,114,6201500
"KGZ",2020-04-18,506,5,130,6201500
"KGZ",2020-04-19,554,5,133,6201500
"KGZ",2020-04-20,568,7,201,6201500
"KGZ",2020-04-21,590,7,216,6201500
"KGZ",2020-04-22,612,7,254,6201500
